frame_time,sean_anger,sean_contempt,sean_disgust,sean_fear,sean_happiness,sean_neutral,sean_sadness,sean_surprise,url,data
0,,,,,,,,,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___0.jpg,4_17_17
1,0.00950454,0.0413961932,0.03840663,6.841633e-05,0.138398632,0.7478948,0.0236460268,0.000684734841,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___1.jpg,4_17_17
2,0.0026390308,0.00463715,0.00182833092,6.535919e-05,0.0340383947,0.9166624,0.0393284,0.000800967566,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___2.jpg,4_17_17
3,0.0045883,0.0001702026,0.00123255921,2.70370147e-05,0.000123248334,0.8406018,0.153120577,0.000136283546,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___3.jpg,4_17_17
4,0.0118215093,0.0003594403,0.00274621067,3.205921e-05,0.0006349586,0.8123294,0.171882167,0.00019423406,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___4.jpg,4_17_17
5,0.00364135881,0.000206166616,0.00016978092,1.53371474e-07,3.117927e-05,0.848417938,0.1475318,1.63715947e-06,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___5.jpg,4_17_17
6,0.00176390691,6.922287e-05,0.000368433335,1.85558906e-06,3.59229052e-05,0.8940636,0.103661619,3.54416e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___6.jpg,4_17_17
7,0.009128249,0.000952674251,0.00471916376,0.0002633946,0.000731644,0.920568943,0.0524945445,0.011141412,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___7.jpg,4_17_17
8,0.0304633249,0.00211357768,0.01622973,0.00136653229,0.0007198407,0.8647696,0.0590852275,0.0252521653,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___8.jpg,4_17_17
9,0.0413339548,0.06652192,0.0314683132,3.05125977e-05,0.0105674481,0.83918345,0.00200843555,0.00888598,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___9.jpg,4_17_17
10,0.00300769764,0.00111468357,0.00188270945,5.817127e-05,0.00039655235,0.829188943,0.163836792,0.0005144558,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___10.jpg,4_17_17
11,0.004595758,0.00142273307,0.00146882806,8.58156852e-07,0.000338842,0.9913073,0.0006224026,0.00024325891,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___11.jpg,4_17_17
12,0.02935198,0.003032884,0.01676312,0.000433777575,0.000332574855,0.8935915,0.04914294,0.00735117029,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___12.jpg,4_17_17
13,0.005800788,0.000549941033,0.004954655,0.000113085283,0.00015490748,0.7357674,0.251599073,0.00106011389,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___13.jpg,4_17_17
14,0.0125331581,0.0003259795,0.00371138263,0.000136119328,6.513313e-05,0.8875195,0.09117941,0.00452931551,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___14.jpg,4_17_17
15,0.000715954229,0.000293943624,0.0002709382,7.641601e-07,2.50834964e-05,0.75592047,0.24276267,1.01756732e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___15.jpg,4_17_17
16,0.00709559163,0.0003902609,0.00163838442,2.69725151e-05,3.82037033e-05,0.838784456,0.1515664,0.000459748524,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___16.jpg,4_17_17
17,0.0823791549,0.00187314546,0.0193362962,0.001301658,0.000197112211,0.7189553,0.006133759,0.169823587,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___17.jpg,4_17_17
18,0.00800922,0.00151400431,0.00604089256,0.000405780855,9.801597e-05,0.8424514,0.133807167,0.00767351175,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___18.jpg,4_17_17
19,0.02449485,0.00236168737,0.0105727464,9.791806e-05,0.000361126615,0.916995466,0.00225475873,0.04286146,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___19.jpg,4_17_17
20,0.0007865421,0.00220387639,0.000470798521,3.46849515e-06,2.99886688e-05,0.8982195,0.09824251,4.330047e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___20.jpg,4_17_17
21,0.004807254,0.0009183051,0.000431083667,1.48378035e-06,1.52823231e-05,0.8086108,0.185208768,7.01475665e-06,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___21.jpg,4_17_17
22,0.00595852174,0.001479176,0.0007717429,5.36242567e-07,2.014213e-05,0.990563869,0.00101127243,0.00019473565,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___22.jpg,4_17_17
23,0.000392646965,0.000166067344,6.567987e-05,1.91132585e-07,6.159541e-05,0.8145606,0.18475084,2.40816553e-06,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___23.jpg,4_17_17
24,0.07055155,0.00473374175,0.0141508589,0.000251649763,0.00083505,0.8363408,0.002333337,0.07080303,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___24.jpg,4_17_17
25,0.00385645987,0.00152708683,0.007710886,0.000386903441,0.0002800877,0.882383049,0.09045413,0.01340141,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___25.jpg,4_17_17
26,0.0005269247,5.266139e-05,6.69392248e-05,3.476177e-07,6.20740457e-06,0.6942838,0.305059969,3.18033449e-06,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___26.jpg,4_17_17
27,0.0008315574,6.363388e-05,9.420223e-05,3.53297764e-07,3.64038965e-06,0.864555538,0.1344431,7.968742e-06,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___27.jpg,4_17_17
28,0.00252677174,0.0003358651,0.000318545528,1.31465322e-06,2.57654983e-06,0.826969147,0.16982089,2.4898738e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___28.jpg,4_17_17
29,0.0173262,0.00667561637,0.0004413287,2.5469003e-06,3.390741e-05,0.9746016,0.000778181,0.000140596734,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___29.jpg,4_17_17
30,0.00307537685,0.0008983977,0.00830601249,0.000383834675,6.0757302e-05,0.871768653,0.108280681,0.00722629856,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___30.jpg,4_17_17
31,0.0073270537,0.000239659916,0.00322685484,0.000206065321,3.338567e-05,0.9179901,0.02455631,0.04642058,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___31.jpg,4_17_17
32,0.04896387,0.0214099754,0.019360831,1.22618512e-05,0.000376199227,0.9031969,0.00375318225,0.00292682787,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___32.jpg,4_17_17
33,0.00136525487,0.000105225561,0.0007791892,3.20445019e-06,8.699359e-06,0.8367038,0.160798863,0.000235775573,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___33.jpg,4_17_17
34,0.004189594,0.0003029108,0.00369903888,0.0001944751,1.07588539e-05,0.819512546,0.159838572,0.0122520868,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___34.jpg,4_17_17
35,0.00219095615,8.72637756e-05,0.0006453199,1.06627558e-05,9.696558e-06,0.863449037,0.133180663,0.0004263872,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___35.jpg,4_17_17
36,0.024348069,0.000332857016,0.0053638597,9.419695e-05,2.67878677e-05,0.87017554,0.0949045643,0.00475411071,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___36.jpg,4_17_17
37,0.16173473,0.0198867973,0.0599136353,0.003859738,0.0003022402,0.6478938,0.0203556418,0.08605344,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___37.jpg,4_17_17
38,0.002742123,0.000245473319,0.0003194524,1.51414554e-06,1.00767547e-05,0.8620254,0.134631678,2.43253235e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___38.jpg,4_17_17
39,0.0511935875,0.0006388009,0.007989594,0.000472391635,6.26814062e-06,0.8219285,0.103737183,0.0140336929,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___39.jpg,4_17_17
40,0.0008857268,0.0002216656,0.000354733784,1.769041e-06,3.53562132e-06,0.724144,0.2743447,4.38744937e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___40.jpg,4_17_17
41,0.00382403028,0.000369799352,0.002270582,4.47518469e-05,1.55976832e-05,0.7963552,0.195728377,0.00139169011,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___41.jpg,4_17_17
42,0.001264503,0.000184851422,0.000460619136,2.48466176e-06,4.51146625e-05,0.826810062,0.171169356,6.29925344e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___42.jpg,4_17_17
43,0.300185621,0.00364819774,0.0473077968,0.000538943743,8.219992e-05,0.557848334,0.005678752,0.0847101659,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___43.jpg,4_17_17
44,0.04009018,0.00704182871,0.0141478768,0.0008647248,0.0007275223,0.8763673,0.00588334259,0.0548772626,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___44.jpg,4_17_17
45,0.06593946,0.0006648338,0.0110387234,0.000629058341,2.90993758e-05,0.8282024,0.07740768,0.0160887353,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___45.jpg,4_17_17
46,0.0423101932,0.00035756093,0.0062522986,0.000232820719,1.8406e-05,0.8658482,0.0772706643,0.007709875,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___46.jpg,4_17_17
47,0.00660387427,0.000590282143,0.00384768425,9.113163e-05,6.04191227e-05,0.8665799,0.116792753,0.005433976,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___47.jpg,4_17_17
48,0.00183247949,6.443337e-05,0.0005750085,7.707602e-06,4.458411e-06,0.788971066,0.208489284,5.558107e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___48.jpg,4_17_17
49,0.01431642,0.000565645169,0.006490961,0.000159757663,1.51290351e-05,0.814083755,0.1620906,0.002277729,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___49.jpg,4_17_17
50,0.000794787251,1.4907022e-05,3.40027727e-05,3.64573367e-08,2.65543974e-07,0.8076341,0.191521361,5.234082e-07,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___50.jpg,4_17_17
51,0.000820222136,9.354098e-06,0.000202396739,4.24135351e-07,1.84525072e-06,0.896029055,0.102916695,2.00235991e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___51.jpg,4_17_17
52,0.00144677283,7.900769e-06,3.921654e-05,1.1525529e-07,2.15751953e-07,0.7943505,0.204153612,1.62896106e-06,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___52.jpg,4_17_17
53,0.00778942136,0.000172292712,0.00089049607,7.19213631e-06,1.87333553e-05,0.874249458,0.116679363,0.000193057349,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___53.jpg,4_17_17
54,0.0006862072,6.600748e-05,0.000160891257,1.39314022e-06,2.54184e-06,0.687601,0.3114573,2.46853833e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___54.jpg,4_17_17
55,0.00263217581,3.14274876e-05,0.0004126028,9.103815e-07,3.674452e-07,0.6227696,0.374142975,9.945524e-06,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___55.jpg,4_17_17
56,0.01729685,0.00646973774,0.007713604,0.00012909036,0.000420888071,0.945627868,0.0105757331,0.0117662279,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___56.jpg,4_17_17
57,0.0130395722,0.000678013836,0.00696727028,0.000160133626,0.000358210731,0.748862565,0.228820756,0.00111350941,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___57.jpg,4_17_17
58,0.0200360771,0.00021843407,0.00314006326,6.294682e-05,5.551624e-06,0.7191283,0.257023931,0.000384651357,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___58.jpg,4_17_17
59,0.00344878645,0.00023446155,0.002649355,9.304949e-05,7.649913e-05,0.802641153,0.189005122,0.00185153855,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___59.jpg,4_17_17
60,0.00115005032,9.86318046e-05,0.000181187585,5.304609e-07,3.47544687e-06,0.9149239,0.0836054161,3.677645e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___60.jpg,4_17_17
61,0.0145209106,0.000586128735,0.012252463,0.000244475144,8.26677642e-05,0.7820814,0.185603723,0.0046282243,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___61.jpg,4_17_17
62,0.0023300813,0.0004716489,0.00284141372,2.69888969e-05,0.0001682162,0.7917024,0.201899588,0.000559696462,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___62.jpg,4_17_17
63,0.0118647842,0.00172281521,0.001710491,0.000283917849,1.4602404e-05,0.9496418,0.0282057077,0.00655583153,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___63.jpg,4_17_17
64,0.0006451147,0.009266191,0.000315357524,8.650013e-07,1.73839926e-05,0.9573461,0.0323882364,2.07718949e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___64.jpg,4_17_17
65,0.00062464067,1.03617022e-05,9.977442e-05,5.18683748e-07,1.814056e-05,0.8413235,0.15791817,4.878044e-06,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___65.jpg,4_17_17
66,0.008119343,0.001876169,0.0001959999,1.63092147e-06,8.783026e-06,0.988916337,0.000726018741,0.000155691465,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___66.jpg,4_17_17
67,0.00327798468,0.004854806,0.00036248134,5.50426932e-07,6.40503458e-06,0.983245969,0.008193349,5.84800473e-05,https://s3.amazonaws.com/100daysofspice/4_17_17/4_17_17___67.jpg,4_17_17
