frame_time,sean_anger,sean_contempt,sean_disgust,sean_fear,sean_happiness,sean_neutral,sean_sadness,sean_surprise,url,data
0,,,,,,,,,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___0.jpg,2_9_17
1,,,,,,,,,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___1.jpg,2_9_17
2,0.0509798154,0.004405101,0.0290096346,0.00102659047,0.006577724,0.828941345,0.0469459519,0.03211383,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___2.jpg,2_9_17
3,9.76986557e-05,1.3042335e-05,2.04243734e-05,2.7573007e-08,1.712938e-05,0.9576917,0.04215564,4.316298e-06,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___3.jpg,2_9_17
4,7.8773985e-07,5.004203e-06,2.96394373e-05,1.24013272e-10,0.99984,0.000116681949,3.388893e-07,7.54773055e-06,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___4.jpg,2_9_17
5,0.005350414,0.00260090036,0.0102389781,5.27426964e-05,0.8855235,0.0806881,0.0148279024,0.00071749324,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___5.jpg,2_9_17
6,0.005755675,4.21501136e-05,0.0003335915,5.60822036e-06,0.9860543,0.00358086918,0.004187842,3.99479759e-05,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___6.jpg,2_9_17
7,5.19496757e-09,2.29649686e-06,5.924455e-07,1.84077471e-12,0.999879241,0.00011771101,4.07510647e-08,9.552352e-08,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___7.jpg,2_9_17
8,6.125585e-08,9.122788e-06,4.20602373e-06,8.325755e-11,0.999444366,0.0005401121,1.76465812e-06,3.383e-07,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___8.jpg,2_9_17
9,0.0006470376,5.183869e-06,9.884712e-05,1.02086744e-06,0.9979851,0.000677568547,0.0005087013,7.65009463e-05,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___9.jpg,2_9_17
10,0.00588736776,0.3641083,0.0113546066,0.000160480355,0.486927181,0.123330988,0.00444009947,0.003790983,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___10.jpg,2_9_17
11,0.00502897147,0.003212574,0.00341632473,0.000126621133,0.0424788557,0.9301957,0.009673418,0.005867521,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___11.jpg,2_9_17
12,0.00604383554,0.000812117767,0.00313159171,0.000199578717,0.0006103539,0.935268462,0.0490844473,0.004849629,https://s3.amazonaws.com/100daysofspice/2_9_17/2_9_17___12.jpg,2_9_17
